,Season,1stA,2ndA,3rdA,4thA,FinalA,MLA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,FinalB,MLB,TeamB,Date,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff
4002,2011,27.0,28.0,24.0,27.0,106.0,-375.0,Phoenix,V,37.0,23.0,97.5,24.0,17.0,101.0,315.0,Miami,11-09-2010,207.0,201.0,195.5,8.5,8.0,5.0
4003,2011,21.0,21.0,14.0,23.0,79.0,315.0,LAClippers,V,31.0,28.0,0.0,24.0,20.0,103.0,-375.0,Detroit,11-09-2010,182.0,192.0,191.5,-7.5,-8.0,-24.0
4004,2011,23.0,29.0,29.0,16.0,97.0,-165.0,SanAntonio,V,24.0,21.0,1.0,18.0,22.0,85.0,145.0,NewOrleans,11-09-2010,182.0,188.0,186.0,3.5,3.5,12.0
4005,2011,28.0,32.0,33.0,25.0,118.0,-130.0,Denver,V,26.0,25.0,1.5,11.0,30.0,92.0,110.0,Washington,11-09-2010,210.0,210.5,209.5,3.0,2.0,26.0
4006,2011,25.0,16.0,29.0,18.0,88.0,395.0,Milwaukee,V,24.0,26.0,2.5,28.0,26.0,104.0,-475.0,Houston,11-09-2010,192.0,191.0,188.5,-9.5,-9.0,-16.0
4007,2011,26.0,35.0,15.0,22.0,98.0,120.0,Memphis,V,23.0,26.0,4.0,25.0,36.0,110.0,-140.0,Portland,11-09-2010,208.0,208.0,208.5,-1.0,-2.5,-12.0
4008,2011,28.0,24.0,26.0,25.0,103.0,-290.0,Utah,V,25.0,21.0,106.0,29.0,26.0,101.0,240.0,Seattle,11-09-2010,204.0,210.5,211.5,7.0,6.5,2.0
4009,2011,28.0,22.0,19.0,24.0,93.0,600.0,Minnesota,V,30.0,26.0,5.5,27.0,24.0,107.0,-800.0,LALakers,11-09-2010,200.0,201.0,204.0,-11.0,-11.0,-14.0
4010,2011,23.0,25.0,21.0,24.0,93.0,-245.0,Cleveland,V,21.0,27.0,97.0,22.0,21.0,91.0,205.0,Sacramento,11-09-2010,184.0,194.5,192.5,6.5,5.5,2.0
4011,2011,31.0,25.0,26.0,31.0,113.0,-125.0,Denver,V,46.0,28.0,103.0,14.0,18.0,106.0,105.0,Indiana,11-10-2010,219.0,210.5,212.0,-0.0,1.5,7.0
4012,2011,34.0,25.0,26.0,21.0,106.0,-125.0,Phoenix,V,27.0,16.0,4.0,23.0,30.0,96.0,105.0,Orlando,11-10-2010,202.0,205.5,209.0,-0.0,1.5,10.0
4013,2011,26.0,33.0,28.0,25.0,112.0,-150.0,Boston,V,27.0,25.0,0.0,14.0,35.0,101.0,130.0,NewJersey,11-10-2010,213.0,186.0,182.5,-2.0,3.0,11.0
4014,2011,17.0,24.0,36.0,24.0,101.0,220.0,Toronto,V,13.0,17.0,6.0,13.0,28.0,71.0,-260.0,Chicago,11-10-2010,172.0,191.0,189.5,-5.5,-6.5,30.0
4015,2011,30.0,19.0,22.0,23.0,94.0,475.0,Memphis,V,36.0,28.0,2.0,25.0,29.0,118.0,-600.0,Utah,11-10-2010,212.0,219.0,216.0,-11.0,-10.0,-24.0
4016,2011,19.0,20.0,34.0,20.0,93.0,170.0,Minnesota,V,16.0,26.0,2.0,31.0,27.0,100.0,-200.0,Sacramento,11-10-2010,193.0,193.5,193.0,-4.5,-4.5,-7.0
4017,2011,22.0,18.0,17.0,25.0,82.0,-350.0,Dallas,V,28.0,21.0,100.0,21.0,21.0,91.0,290.0,Portland,11-10-2010,173.0,202.5,201.5,8.0,7.5,-9.0
4018,2011,26.0,25.0,27.0,23.0,101.0,190.0,Washington,V,23.0,17.0,5.0,25.0,25.0,90.0,-230.0,Atlanta,11-11-2010,191.0,195.5,192.5,-5.0,-5.5,11.0
4019,2011,14.0,21.0,25.0,25.0,85.0,-275.0,Houston,V,15.0,25.0,94.5,25.0,17.0,82.0,235.0,Charlotte,11-11-2010,167.0,187.5,186.0,5.5,6.5,3.0
4020,2011,23.0,28.0,26.0,16.0,93.0,-150.0,NewOrleans,V,24.0,13.0,2.5,17.0,18.0,72.0,130.0,Philadelphia,11-11-2010,165.0,192.5,190.5,2.0,3.0,21.0
4021,2011,25.0,12.0,15.0,23.0,75.0,130.0,Miami,V,20.0,19.0,1.0,19.0,14.0,72.0,-150.0,NewYork,11-11-2010,147.0,196.0,192.0,-4.0,-3.0,3.0
4022,2011,24.0,14.0,23.0,27.0,88.0,550.0,Milwaukee,V,36.0,29.0,93.5,26.0,22.0,113.0,-700.0,SanAntonio,11-11-2010,201.0,185.0,186.5,-10.5,-10.5,-25.0
4023,2011,35.0,29.0,17.0,26.0,107.0,-275.0,Detroit,V,20.0,32.0,1.0,21.0,30.0,103.0,235.0,Seattle,11-11-2010,210.0,199.0,196.0,6.5,6.5,4.0
4024,2011,23.0,27.0,22.0,31.0,103.0,-110.0,Cleveland,V,19.0,25.0,1.5,31.0,20.0,95.0,-110.0,LAClippers,11-11-2010,198.0,196.0,192.0,-0.0,1.0,8.0
4025,2011,26.0,23.0,16.0,19.0,84.0,-130.0,NewOrleans,V,21.0,16.0,3.0,30.0,15.0,82.0,110.0,NewJersey,11-12-2010,166.0,189.0,184.5,-2.0,2.0,2.0
4026,2011,18.0,25.0,25.0,32.0,100.0,285.0,Cleveland,V,21.0,37.0,101.5,30.0,34.0,122.0,-335.0,Denver,11-12-2010,222.0,205.5,208.0,-6.5,-7.5,-22.0
4027,2011,18.0,24.0,34.0,17.0,93.0,1050.0,Sacramento,V,35.0,30.0,1.5,24.0,28.0,117.0,-1700.0,Utah,11-12-2010,210.0,204.5,206.0,-13.5,-14.0,-24.0
4028,2011,14.0,22.0,20.0,20.0,76.0,525.0,Seattle,V,28.0,21.0,3.0,36.0,18.0,103.0,-650.0,Orlando,11-13-2010,179.0,209.5,209.0,-10.5,-10.5,-27.0
4029,2011,12.0,23.0,12.0,29.0,76.0,105.0,Miami,V,17.0,23.0,88.5,31.0,20.0,91.0,-125.0,Charlotte,11-13-2010,167.0,181.0,178.0,-2.0,-1.5,-15.0
4030,2011,26.0,26.0,24.0,25.0,101.0,-300.0,Boston,V,24.0,19.0,97.5,22.0,21.0,86.0,250.0,Indiana,11-13-2010,187.0,197.5,198.0,6.0,7.0,15.0
4031,2011,28.0,25.0,26.0,20.0,99.0,-270.0,Houston,V,25.0,24.0,101.0,31.0,25.0,105.0,230.0,Memphis,11-13-2010,204.0,198.5,201.5,6.5,6.5,-6.0
4032,2011,22.0,28.0,18.0,16.0,84.0,600.0,Philadelphia,V,19.0,24.0,10.5,33.0,23.0,99.0,-800.0,Dallas,11-13-2010,183.0,190.5,192.5,-12.0,-11.0,-15.0
4033,2011,15.0,23.0,24.0,30.0,92.0,305.0,LALakers,V,21.0,33.0,98.0,25.0,28.0,107.0,-365.0,SanAntonio,11-13-2010,199.0,198.5,199.0,-8.5,-8.0,-15.0
4034,2011,29.0,22.0,21.0,30.0,102.0,900.0,NewYork,V,34.0,29.0,4.5,24.0,26.0,113.0,-1400.0,Phoenix,11-13-2010,215.0,207.0,210.5,-11.0,-13.0,-11.0
4035,2011,27.0,26.0,21.0,20.0,94.0,-230.0,Detroit,V,22.0,28.0,94.5,24.0,28.0,102.0,190.0,Portland,11-13-2010,196.0,189.0,190.0,4.5,5.0,-8.0
4036,2011,15.0,26.0,25.0,24.0,90.0,200.0,Indiana,V,28.0,28.0,99.0,27.0,20.0,103.0,-240.0,Washington,11-14-2010,193.0,201.5,200.5,-6.0,-5.5,-13.0
4037,2011,28.0,27.0,26.0,27.0,117.0,130.0,Orlando,V,29.0,27.0,2.0,23.0,29.0,116.0,-150.0,Cleveland,11-14-2010,233.0,194.5,190.5,-4.5,-3.0,1.0
4038,2011,18.0,21.0,25.0,28.0,92.0,-110.0,Utah,V,22.0,14.0,0.0,23.0,29.0,88.0,-110.0,Toronto,11-14-2010,180.0,203.0,204.0,-1.0,-0.0,4.0
4039,2011,22.0,26.0,26.0,35.0,109.0,200.0,Charlotte,V,37.0,26.0,93.5,18.0,36.0,117.0,-240.0,Atlanta,11-14-2010,226.0,187.5,188.0,-5.0,-5.5,-8.0
4040,2011,30.0,31.0,19.0,24.0,104.0,240.0,Seattle,V,25.0,16.0,7.0,27.0,27.0,95.0,-290.0,Miami,11-14-2010,199.0,193.5,191.5,-6.0,-7.0,9.0
4041,2011,23.0,11.0,20.0,15.0,69.0,525.0,NewJersey,V,17.0,19.0,6.0,26.0,29.0,91.0,-650.0,Boston,11-14-2010,160.0,184.5,181.0,-9.5,-10.0,-22.0
4042,2011,21.0,27.0,21.0,34.0,103.0,110.0,Sacramento,V,21.0,24.0,1.5,26.0,37.0,108.0,-130.0,Minnesota,11-14-2010,211.0,194.0,190.5,-3.0,-2.0,-5.0
4043,2011,18.0,23.0,30.0,28.0,99.0,220.0,Memphis,V,22.0,25.0,2.0,31.0,24.0,102.0,-260.0,Milwaukee,11-14-2010,201.0,205.0,206.5,-6.0,-6.5,-3.0
4044,2011,20.0,23.0,22.0,11.0,76.0,370.0,Philadelphia,V,26.0,17.0,5.5,30.0,22.0,95.0,-450.0,NewOrleans,11-14-2010,171.0,187.5,187.5,-8.5,-8.5,-19.0
4045,2011,20.0,18.0,23.0,32.0,93.0,550.0,Portland,V,25.0,27.0,2.5,26.0,32.0,110.0,-700.0,Denver,11-14-2010,203.0,211.5,212.0,-10.0,-11.0,-17.0
4046,2011,25.0,36.0,14.0,18.0,93.0,240.0,LALakers,V,22.0,27.0,6.0,22.0,19.0,90.0,-290.0,Houston,11-14-2010,183.0,199.0,199.5,-7.5,-6.5,3.0
4047,2011,17.0,27.0,9.0,28.0,81.0,275.0,NewYork,V,18.0,23.0,5.5,22.0,21.0,84.0,-325.0,LAClippers,11-14-2010,165.0,200.0,200.5,-7.0,-7.5,-3.0
4048,2011,25.0,26.0,31.0,29.0,111.0,-120.0,Detroit,V,40.0,24.0,100.5,21.0,19.0,104.0,100.0,GoldenState,11-14-2010,215.0,207.0,211.0,3.0,1.0,7.0
4049,2011,18.0,22.0,30.0,22.0,92.0,105.0,SanAntonio,V,33.0,26.0,94.0,21.0,25.0,105.0,-125.0,Dallas,11-15-2010,197.0,186.5,189.5,-3.0,-1.5,-13.0
4050,2011,22.0,24.0,29.0,27.0,102.0,355.0,Chicago,V,26.0,30.0,1.5,19.0,37.0,112.0,-425.0,Phoenix,11-15-2010,214.0,203.0,204.0,-7.5,-8.5,-10.0
4051,2011,21.0,24.0,28.0,15.0,88.0,130.0,Portland,V,14.0,13.0,5.0,29.0,36.0,92.0,-150.0,Philadelphia,11-16-2010,180.0,186.0,184.0,-3.0,-3.0,-4.0
4052,2011,30.0,26.0,18.0,27.0,101.0,285.0,Indiana,V,22.0,31.0,5.5,28.0,29.0,110.0,-335.0,Toronto,11-16-2010,211.0,193.5,195.5,-8.5,-7.5,-9.0
4053,2011,24.0,22.0,19.0,26.0,91.0,525.0,Miami,V,24.0,28.0,4.5,24.0,16.0,92.0,-650.0,Boston,11-16-2010,183.0,184.0,183.0,-10.5,-10.0,-1.0
4054,2011,25.0,20.0,24.0,26.0,95.0,-170.0,Orlando,V,10.0,22.0,2.0,27.0,11.0,70.0,150.0,NewJersey,11-16-2010,165.0,184.0,186.0,3.5,3.5,25.0
4055,2011,24.0,19.0,31.0,20.0,94.0,105.0,Utah,V,19.0,20.0,1.0,29.0,31.0,99.0,-125.0,Cleveland,11-16-2010,193.0,203.0,199.5,2.0,-1.5,-5.0
4056,2011,26.0,32.0,26.0,23.0,126.0,235.0,Seattle,V,23.0,22.0,5.5,37.0,25.0,123.0,-275.0,Atlanta,11-16-2010,249.0,206.0,204.5,-7.5,-6.0,3.0
4057,2011,24.0,22.0,18.0,20.0,84.0,400.0,Houston,V,25.0,24.0,5.0,20.0,21.0,90.0,-500.0,SanAntonio,11-16-2010,174.0,181.0,177.5,-8.5,-9.0,-6.0
4058,2011,32.0,30.0,19.0,33.0,120.0,-160.0,NewOrleans,V,20.0,38.0,99.5,26.0,30.0,118.0,140.0,Memphis,11-16-2010,238.0,202.0,204.5,3.5,3.0,2.0
4059,2011,32.0,15.0,24.0,34.0,105.0,-170.0,Washington,V,24.0,27.0,99.5,23.0,15.0,89.0,150.0,Minnesota,11-16-2010,194.0,194.5,191.5,2.5,3.5,16.0
4060,2011,31.0,16.0,26.0,24.0,115.0,150.0,NewYork,V,28.0,29.0,98.5,25.0,15.0,119.0,-170.0,Sacramento,11-16-2010,234.0,199.0,198.5,-3.0,-3.5,-4.0
4061,2011,20.0,26.0,22.0,23.0,91.0,155.0,Detroit,V,29.0,19.0,2.0,14.0,41.0,103.0,-175.0,LALakers,11-16-2010,194.0,201.0,198.5,-3.5,-4.0,-12.0
4062,2011,26.0,29.0,32.0,18.0,105.0,210.0,LAClippers,V,34.0,30.0,106.0,32.0,26.0,122.0,-250.0,GoldenState,11-16-2010,227.0,216.0,219.5,-3.5,-5.5,-17.0
4063,2011,15.0,23.0,25.0,27.0,90.0,175.0,Portland,V,22.0,25.0,97.5,30.0,32.0,109.0,-205.0,Washington,11-17-2010,199.0,195.0,190.0,-5.5,-4.5,-19.0
